"Feature","MnSignal","Pval","LogPval","F.stat","Fold","Den.df"
"ERCC-00156",5.75,0.573176962797256,-0.556560774349989,0.328954240069588,4,12.5151702690247
"ERCC-00157",602.75,1.64294459445229e-07,-15.6216055346554,65.7949880920626,0.667,12.5151702690247
"ERCC-00158",25.25,0.256903271723116,-1.35905563955185,1.36853305392961,1,12.5151702690247
"ERCC-00160",934.25,8.46507768421684e-11,-23.1924868302838,171.164425173196,0.5,12.5151702690247
"ERCC-00162",3154.875,2.07378157893027e-12,-26.9016473255869,264.162182984241,0.667,12.5151702690247
"ERCC-00163",861.25,4.51952747951802e-11,-23.8200285744847,184.39905131448,0.5,12.5151702690247
"ERCC-00164",16.125,0.619572187355144,-0.478726059511572,0.254943838454943,0.667,12.5151702690247
"ERCC-00165",3865.125,4.60363262784353e-17,-37.6171008873489,878.889788418182,0.5,12.5151702690247
"ERCC-00168",48.875,0.000298293240145319,-8.1174335279631,19.6995866283139,0.5,12.5151702690247
"ERCC-00170",396.5,2.88047075265746e-13,-28.8756524723483,331.120175862167,4,12.5151702690247
"ERCC-00171",151841.5,0.14859081142356,-1.90655898290666,2.27214171735177,1,12.5151702690247
