"Feature","MnSignal","Log2Rat","pvals","qvals","log.pvals","F.stat","den.df"
"ERCC-00002",28199,-1.13814223505064,0.0043439930804974,0.0830887648177148,-5.43896128923911,16.6721535775888,3.24337517985902
"ERCC-00003",2264.16666666667,-1.17811305203102,0.000977487702010322,0.0484863465079738,-6.93052484724751,28.3672278467644,3.24337517985902
"ERCC-00004",3420,1.88153832193421,1.49957348856277e-05,0.00994831936161465,-11.1077447382528,103.714382232556,3.24337517985902
"ERCC-00009",887,-0.164578379976835,0.881511611225428,0.660283469027422,-0.126117105109094,0.0238381992155234,3.24337517985902
"ERCC-00013",2.16666666666667,1.58496250072116,0.669427548144461,0.595645348002449,-0.401332337564299,0.197879559710907,3.24337517985902
"ERCC-00019",20.1666666666667,2.26303440583379,0.00169032858885762,0.0566959005702164,-6.38283233766977,23.5007520389944,3.24337517985902
"ERCC-00022",260,-0.9955403518093,0.00161175599318526,0.0564610562594925,-6.43043101534692,23.8949353045713,3.24337517985902
"ERCC-00025",51.8333333333333,-0.251538766995964,0.790470933697822,0.635955996789434,-0.235126392524347,0.0760163697116221,3.24337517985902
"ERCC-00028",2.83333333333333,1.58496250072116,0.0081839111728612,0.102873862992703,-4.80558510414768,13.0018753426807,3.24337517985902
"ERCC-00031",3.5,-2,0.703921948100224,0.608676623035047,-0.351087798146354,0.156355849974865,3.24337517985902
"ERCC-00033",1.16666666666667,1,0.109856024958139,0.289139170587392,-2.2085846345173,3.31877876755811,3.24337517985902
"ERCC-00034",20.8333333333333,-1.22239242133645,0.327397749598812,0.448320331465086,-1.11657948762153,1.10291674552411,3.24337517985902
"ERCC-00035",89,-0.302028537449657,0.675666034204861,0.598054223537273,-0.392056357254638,0.189933156984007,3.24337517985902
"ERCC-00039",3.66666666666667,-1.8073549220576,0.274579687020814,0.416473763087972,-1.29251376136032,1.39694717850128,3.24337517985902
"ERCC-00040",1.5,1.58496250072116,0.12856608125657,0.307877860048827,-2.05131225580471,2.94218938977751,3.24337517985902
"ERCC-00042",671.333333333333,-0.16912727123626,0.896631958722447,0.665144604208856,-0.109109803548009,0.0181031524207417,3.24337517985902
"ERCC-00043",1210.33333333333,-1.21995492121551,0.000924972144844616,0.0484863465079738,-6.98574693458677,28.9002102679552,3.24337517985902
"ERCC-00044",33,-0.866733469136536,0.01132521709008,0.114401939133295,-4.48072343869478,11.3582591089077,3.24337517985902
"ERCC-00046",5928.33333333333,-1.17694760576925,0.00092309404630471,0.0484863465079738,-6.98777943666429,28.9199833885563,3.24337517985902
"ERCC-00051",13.5,-0.387023123109247,0.747063420510345,0.625269820109372,-0.291605197171559,0.11227575131429,3.24337517985902
"ERCC-00053",37.1666666666667,-0.15200309344505,0.399012489209217,0.48603518085739,-0.918762561305915,0.802949815124289,3.24337517985902
"ERCC-00054",9.66666666666667,0.362570079384708,0.293056504305884,0.425991558487005,-1.2273898410974,1.28520675771029,3.24337517985902
"ERCC-00058",1.83333333333333,-Inf,0.0112993207888238,0.114291156330547,-4.48301266225408,11.3693215000603,3.24337517985902
"ERCC-00059",16.1666666666667,-3.16992500144231,0.120479899602287,0.299910628016304,-2.11627234824526,3.09533792606443,3.24337517985902
"ERCC-00060",361.833333333333,0.0397705286925998,0.95439079361728,0.679062773254952,-0.0466820544967578,0.00350499732448413,3.24337517985902
"ERCC-00062",58.8333333333333,2.72582503656101,2.27094808676389e-05,0.0139051898235697,-10.692728061305,91.7903606618261,3.24337517985902
"ERCC-00067",1.83333333333333,-0.415037499278844,0.456807197833309,0.512571933289137,-0.783493863686307,0.617792389306844,3.24337517985902
"ERCC-00069",3.16666666666667,-0.415037499278844,0.572272384366983,0.560634212966414,-0.558140204502111,0.349692965939769,3.24337517985902
"ERCC-00071",55,-0.703018262242868,0.0960501863542711,0.274265180096828,-2.34288444958964,3.65619478217563,3.24337517985902
"ERCC-00074",16744.8333333333,-0.782353049629378,0.0368526755244416,0.185993863461184,-3.30082705716316,6.5196942002787,3.24337517985902
"ERCC-00076",232,-0.713695814843359,0.00993105096981588,0.108736128912977,-4.61208896867897,12.0047974989102,3.24337517985902
"ERCC-00077",2,-Inf,0.153028993092698,0.327889847918675,-1.87712787820416,2.54797549907346,3.24337517985902
"ERCC-00078",62.6666666666667,-0.932885804141463,0.00591419010151807,0.0926072228591503,-5.13040071374685,14.8026634694779,3.24337517985902
"ERCC-00079",112.833333333333,-1.26710407014284,0.00688152740444749,0.0991236724622688,-4.97891464521628,13.9423541369457,3.24337517985902
