"Feature","MnSignal","Pval","LogPval","F.stat","Fold","Den.df"
"Sim0.5Fold1",1.16666666666667,0.862768228246601,-0.147609189152341,0.0320675459122318,0.5,3.27031911576229
"Sim0.5Fold2",2.33333333333333,0.255510503996185,-1.36449175865238,1.52338540776838,0.5,3.27031911576229
"Sim0.5Fold3",1.83333333333333,0.515323397449747,-0.662960619187301,0.467524116596086,0.5,3.27031911576229
"Sim0.5Fold4",6,0.585702401650836,-0.53494346541532,0.325167496729804,0.5,3.27031911576229
"Sim0.5Fold5",4.33333333333333,0.876619079860299,-0.131682725479908,0.0258605131088163,0.5,3.27031911576229
"Sim0.5Fold6",8.83333333333333,0.202703852674921,-1.59600921892178,1.96007142135153,0.5,3.27031911576229
"Sim0.5Fold7",8.66666666666667,0.515678504660225,-0.662271760662804,0.466709638383933,0.5,3.27031911576229
"Sim0.5Fold8",19.5,0.0259257175129337,-3.65251984876222,7.77994760983508,0.5,3.27031911576229
"Sim0.5Fold9",15.6666666666667,0.0177348179363202,-4.03222545659328,9.30475146394925,0.5,3.27031911576229
"Sim0.5Fold10",17.5,0.0432465269098689,-3.14083835149067,5.97290476634275,0.5,3.27031911576229
"Sim0.5Fold11",24,0.0382795314698838,-3.262839952026,6.37953228603648,0.5,3.27031911576229
"Sim0.5Fold12",32.8333333333333,0.00423267550789565,-5.46492097809594,16.786452017427,0.5,3.27031911576229
"Sim0.5Fold13",51.8333333333333,0.000696010576099369,-7.27014570220024,31.6409703079997,0.5,3.27031911576229
"Sim0.5Fold14",46.6666666666667,0.0454343866253472,-3.09148604597334,5.81253645773059,0.5,3.27031911576229
"Sim0.5Fold15",48.8333333333333,0.0518218675276098,-2.95994306575556,5.39642297224613,0.5,3.27031911576229
"Sim0.5Fold16",58.6666666666667,0.00143989411638918,-6.54318569838301,24.7560894431904,0.5,3.27031911576229
"Sim0.5Fold17",92.8333333333333,0.0133735504199303,-4.31447637189188,10.5501630293574,0.5,3.27031911576229
"Sim0.5Fold18",87,0.00525253450823893,-5.24904455539732,15.4582801204102,0.5,3.27031911576229
