"Feature","MnSignal","Pval","LogPval","F.stat","Fold","Den.df"
"ERCC-00002",28199,0.0043439930804974,-5.43896128923911,16.6721535775888,0.5,3.24337517985902
"ERCC-00003",2264.16666666667,0.000977487702010322,-6.93052484724751,28.3672278467644,0.5,3.24337517985902
"ERCC-00004",3420,1.49957348856277e-05,-11.1077447382528,103.714382232556,4,3.24337517985902
"ERCC-00009",887,0.881511611225428,-0.126117105109094,0.0238381992155234,1,3.24337517985902
"ERCC-00013",2.16666666666667,0.669427548144461,-0.401332337564299,0.197879559710907,0.5,3.24337517985902
"ERCC-00019",20.1666666666667,0.00169032858885762,-6.38283233766977,23.5007520389944,4,3.24337517985902
"ERCC-00022",260,0.00161175599318526,-6.43043101534692,23.8949353045713,0.5,3.24337517985902
"ERCC-00025",51.8333333333333,0.790470933697822,-0.235126392524347,0.0760163697116221,1,3.24337517985902
"ERCC-00028",2.83333333333333,0.0081839111728612,-4.80558510414768,13.0018753426807,4,3.24337517985902
"ERCC-00031",3.5,0.703921948100224,-0.351087798146354,0.156355849974865,1,3.24337517985902
"ERCC-00033",1.16666666666667,0.109856024958139,-2.2085846345173,3.31877876755811,4,3.24337517985902
"ERCC-00034",20.8333333333333,0.327397749598812,-1.11657948762153,1.10291674552411,1,3.24337517985902
"ERCC-00035",89,0.675666034204861,-0.392056357254638,0.189933156984007,1,3.24337517985902
"ERCC-00039",3.66666666666667,0.274579687020814,-1.29251376136032,1.39694717850128,0.667,3.24337517985902
"ERCC-00040",1.5,0.12856608125657,-2.05131225580471,2.94218938977751,0.667,3.24337517985902
"ERCC-00042",671.333333333333,0.896631958722447,-0.109109803548009,0.0181031524207417,1,3.24337517985902
"ERCC-00043",1210.33333333333,0.000924972144844616,-6.98574693458677,28.9002102679552,0.5,3.24337517985902
"ERCC-00044",33,0.01132521709008,-4.48072343869478,11.3582591089077,0.667,3.24337517985902
"ERCC-00046",5928.33333333333,0.00092309404630471,-6.98777943666429,28.9199833885563,0.5,3.24337517985902
"ERCC-00051",13.5,0.747063420510345,-0.291605197171559,0.11227575131429,1,3.24337517985902
"ERCC-00053",37.1666666666667,0.399012489209217,-0.918762561305915,0.802949815124289,1,3.24337517985902
"ERCC-00054",9.66666666666667,0.293056504305884,-1.2273898410974,1.28520675771029,0.667,3.24337517985902
