"Feature","MnSignal","Pval","LogPval","F.stat","Fold","Den.df"
"Sim0.5Fold38",8585.5,1.22482362287252e-17,-38.9411497285969,1012.05718234606,0.5,12.5423213601812
"Sim0.5Fold39",9122.5,7.14297618861914e-18,-39.4804021512522,1073.7242084087,0.5,12.5423213601812
"Sim0.5Fold40",10228.75,3.79108812493934e-19,-42.4164636847934,1480.33335588021,0.5,12.5423213601812
"Sim0.5Fold41",11224.625,1.54417702458976e-18,-41.0120405756307,1269.76852645342,0.5,12.5423213601812
"Sim0.5Fold42",12390.5,9.30863336062782e-18,-39.2155893860075,1042.99288126791,0.5,12.5423213601812
"Sim0.5Fold43",13819.5,1.24495820800477e-19,-43.5300148054013,1671.50336458327,0.5,12.5423213601812
"Sim0.5Fold44",15695.625,2.5252007787067e-19,-42.8227961910013,1547.44540128041,0.5,12.5423213601812
"Sim0.5Fold45",17593.875,5.2166574132913e-20,-44.3998450053744,1837.65205958801,0.5,12.5423213601812
"Sim0.5Fold46",20513.875,3.64093270254475e-19,-42.4568768810985,1486.87726337034,0.5,12.5423213601812
"Sim0.5Fold47",24351,5.55011130264694e-19,-42.0352987847986,1419.99646722999,0.5,12.5423213601812
"Sim0.5Fold48",30839,4.25781870715239e-21,-46.9055299643058,2413.37238124329,0.5,12.5423213601812
"Sim0.5Fold49",45423.25,1.52491885028333e-21,-47.9323457571604,2698.09131257492,0.5,12.5423213601812
"Sim4Fold1",2.625,0.45053946597276,-0.797309600947827,0.594124020771848,4,12.5423213601812
"Sim4Fold2",4.625,0.0254670759727518,-3.67036879937845,5.90322315384889,4,12.5423213601812
"Sim4Fold3",5.375,0.0388831362630398,-3.24719463744152,4.94072804791534,4,12.5423213601812
"Sim4Fold4",15.625,0.0134015196548631,-4.31238717137603,7.4709079350821,4,12.5423213601812
"Sim4Fold5",21,0.00358218547195817,-5.6317821978013,11.112210357728,4,12.5423213601812
"Sim4Fold6",32.75,6.24233605962418e-05,-9.68157098411779,26.4395319279752,4,12.5423213601812
"Sim4Fold7",50.75,2.04775023697034e-05,-10.7961837198344,32.0112234559826,4,12.5423213601812
"Sim4Fold8",84.875,6.77950496051412e-09,-18.8093617523332,99.8261966454912,4,12.5423213601812
"Sim4Fold9",101.75,2.1250232450294e-09,-19.9694830957925,115.466520118842,4,12.5423213601812
"Sim4Fold10",150,4.71945738487695e-10,-21.4741570977827,138.901067206817,4,12.5423213601812
"Sim4Fold11",189.625,9.84891410130997e-11,-23.0410748173496,167.707887285068,4,12.5423213601812
"Sim4Fold12",249.875,8.93894213620574e-14,-30.0457740490162,376.850152121046,4,12.5423213601812
"Sim4Fold13",328.25,4.07242943951625e-13,-28.5293664736643,317.333484672485,4,12.5423213601812
"Sim4Fold14",400.375,7.42357727546586e-15,-32.5341153413139,498.289332773803,4,12.5423213601812
"Sim4Fold15",515.125,1.44687603824999e-14,-31.8667845260434,462.460278504764,4,12.5423213601812
"Sim4Fold16",656,2.85424648151693e-14,-31.1873834230603,428.538483087414,4,12.5423213601812
"Sim4Fold17",824.625,1.81618225524424e-15,-33.9420397589501,582.896256389006,4,12.5423213601812
"Sim4Fold18",995.125,1.34956244820834e-15,-34.2389959674344,602.442057423401,4,12.5423213601812
"Sim4Fold19",1163.875,2.17001373888316e-17,-38.3692130820839,950.455856795265,4,12.5423213601812
"Sim4Fold20",1372,2.79334809280677e-19,-42.7218758572539,1530.50130859689,4,12.5423213601812
"Sim4Fold21",1520.75,7.02052659817291e-19,-41.8002785376778,1384.01125529218,4,12.5423213601812
"Sim4Fold22",1816.375,8.9739335089397e-19,-41.5547926686608,1347.38504867252,4,12.5423213601812
"Sim4Fold23",2032.125,1.80905032535756e-18,-40.8537296484318,1247.97203826143,4,12.5423213601812
"Sim4Fold24",2284.375,2.23304644868646e-20,-45.2483350862153,2015.45863797523,4,12.5423213601812
"Sim4Fold25",2554.25,1.21383481332503e-21,-48.1605023375971,2765.75249563003,4,12.5423213601812
"Sim4Fold26",2783.875,1.2370370784052e-19,-43.5363976994672,1672.66667934125,4,12.5423213601812
"Sim4Fold27",3026.875,1.66745408011341e-21,-47.8429889926094,2672.04249599442,4,12.5423213601812
"Sim4Fold28",3282.5,7.16952978588131e-21,-46.3844468811836,2280.50715371511,4,12.5423213601812
"Sim4Fold29",3651.25,1.34753382301376e-21,-48.0560108288222,2734.55818506696,4,12.5423213601812
"Sim4Fold30",3983.25,4.46057806218428e-23,-51.4641787708746,3957.29750195703,4,12.5423213601812
"Sim4Fold31",4321,1.48288387339823e-22,-50.2628832909726,3474.22440986104,4,12.5423213601812
"Sim4Fold32",4813.5,9.83613141570744e-22,-48.3708095609183,2829.61247287172,4,12.5423213601812
"Sim4Fold33",5178.625,4.03550662525173e-21,-46.9591551013515,2427.474259253,4,12.5423213601812
"Sim4Fold34",5706.5,2.49071712862098e-24,-54.3494715593833,5408.45864720786,4,12.5423213601812
"Sim4Fold35",6142.25,2.46465935759248e-23,-52.0574035325638,4219.95119945911,4,12.5423213601812
"Sim4Fold36",6731.375,2.25369147027318e-23,-52.1468876135936,4261.04988319506,4,12.5423213601812
"Sim4Fold37",7287.75,6.25151484654156e-23,-51.1266333290363,3815.18049013117,4,12.5423213601812
"Sim4Fold38",7926.125,2.88238379214059e-24,-54.2034245744643,5323.65203036325,4,12.5423213601812
"Sim4Fold39",8612.625,9.79031851294316e-24,-52.9806482413247,4663.66699819713,4,12.5423213601812
"Sim4Fold40",9339.625,6.83987183760744e-25,-55.6418583305841,6220.10613992156,4,12.5423213601812
"Sim4Fold41",10651,3.6831778369365e-24,-53.9582663096689,5184.26283544238,4,12.5423213601812
"Sim4Fold42",12026.75,9.37521936121883e-24,-53.0239722617444,4685.59386462253,4,12.5423213601812
"Sim4Fold43",13346.5,1.13584835904888e-25,-57.4372475002151,7552.95731756737,4,12.5423213601812
"Sim4Fold44",14576.625,2.48910531992331e-23,-52.0475338022212,4215.44242298001,4,12.5423213601812
"Sim4Fold45",17053.25,1.94894311588887e-24,-54.594754998064,5553.93058050369,4,12.5423213601812
"Sim4Fold46",19606.25,3.18345450985786e-25,-56.4066603938272,6756.49362142784,4,12.5423213601812
"Sim4Fold47",23162.25,5.62442465149709e-25,-55.8375086661703,6353.14072013258,4,12.5423213601812
"Sim4Fold48",29268.125,1.43801246476117e-24,-54.8987803044726,5739.66539493067,4,12.5423213601812
"Sim4Fold49",43925.5,1.26250318074122e-25,-57.3315309232879,7467.12214541825,4,12.5423213601812
"Sim1Fold1",3.125,0.113595257746737,-2.17511351875361,2.75782844641938,1,12.5423213601812
"Sim1Fold2",3.75,0.650307158556226,-0.430310476084848,0.2123284131835,1,12.5423213601812
"Sim1Fold3",9.625,0.933221646939794,-0.0691125426403366,0.00721433901502745,1,12.5423213601812
"Sim1Fold4",13.875,0.956182399470931,-0.0448065897040175,0.00310166866687614,1,12.5423213601812
"Sim1Fold5",19.375,0.605969488983958,-0.500925642391628,0.275370588864001,1,12.5423213601812
"Sim1Fold6",29.25,0.955550132468432,-0.0454680494165963,0.00319192681211455,1,12.5423213601812
"Sim1Fold7",49.875,0.871750857494687,-0.137251609779384,0.0267924475033369,1,12.5423213601812
"Sim1Fold8",77.125,0.474518056246997,-0.745455608448579,0.532886781576054,1,12.5423213601812
"Sim1Fold9",99.5,0.324247936371465,-1.12624682011897,1.02551216200189,1,12.5423213601812
"Sim1Fold10",149.75,0.833194150518747,-0.182488590120748,0.0456227078671364,1,12.5423213601812
"Sim1Fold11",189.5,0.447744690604975,-0.803532096056959,0.601610121383578,1,12.5423213601812
"Sim1Fold12",271,0.8240679379662,-0.193502303483289,0.0508438565016583,1,12.5423213601812
"Sim1Fold13",366,0.173594691884412,-1.75103205392606,2.00270470019725,1,12.5423213601812
"Sim1Fold14",434.625,0.438174493385464,-0.825138061215809,0.627825998956451,1,12.5423213601812
"Sim1Fold15",539.25,0.793966693697295,-0.230713766099337,0.0702014503058842,1,12.5423213601812
"Sim1Fold16",691.25,0.281977849591346,-1.26592675867746,1.22792742875527,1,12.5423213601812
"Sim1Fold17",824.5,0.623045835110633,-0.47313519129479,0.249871268863895,1,12.5423213601812
"Sim1Fold18",987.125,0.471354359255293,-0.752145112736169,0.540669514859112,1,12.5423213601812
"Sim1Fold19",1213.25,0.397968476675976,-0.921382481166248,0.74862475304363,1,12.5423213601812
"Sim1Fold20",1364.875,0.273266380945193,-1.29730820515804,1.2747886035517,1,12.5423213601812
"Sim1Fold21",1605.375,0.941147268913626,-0.0606556490770476,0.00560031427133853,1,12.5423213601812
"Sim1Fold22",1854,0.636210022352882,-0.452226546328616,0.231269113950325,1,12.5423213601812
"Sim1Fold23",2071.625,0.0896199248132029,-2.41217760857559,3.2079536707375,1,12.5423213601812
"Sim1Fold24",2333.25,0.676403250363984,-0.390965856581936,0.179824313962667,1,12.5423213601812
"Sim1Fold25",2551,0.968994900605914,-0.0314959296378146,0.00155213021732727,1,12.5423213601812
"Sim1Fold26",2875.875,0.168288007338942,-1.78207843796578,2.05568255617158,1,12.5423213601812
"Sim1Fold27",3131.25,0.808910397052504,-0.212067125718415,0.060177349875469,1,12.5423213601812
"Sim1Fold28",3451.5,0.453533352959181,-0.790686466466067,0.586187781590333,1,12.5423213601812
"Sim1Fold29",3808.125,0.2607188540856,-1.34431263965427,1.34588589438489,1,12.5423213601812
"Sim1Fold30",4234.375,0.365429743432197,-1.00668123870077,0.860820880507885,1,12.5423213601812
"Sim1Fold31",4573.5,0.463394731331873,-0.769176036638756,0.560642172469577,1,12.5423213601812
"Sim1Fold32",4876.625,0.465980254464683,-0.76361201814761,0.55409223242577,1,12.5423213601812
"Sim1Fold33",5388.875,0.912925316593718,-0.0911012017398521,0.0122880153396201,1,12.5423213601812
"Sim1Fold34",5866.75,0.223744989210519,-1.49724831666779,1.58440594618306,1,12.5423213601812
"Sim1Fold35",6301,0.957976439870744,-0.0429320943504922,0.00285263316442997,1,12.5423213601812
"Sim1Fold36",6923.5,0.107615860773371,-2.22918723716052,2.8587963827857,1,12.5423213601812
"Sim1Fold37",7540.375,0.344828267859593,-1.06470876020156,0.939709651636561,1,12.5423213601812
"Sim1Fold38",8312.125,0.962464203892745,-0.0382584042725752,0.00227543000037221,1,12.5423213601812
"Sim1Fold39",8927.625,0.707941018108867,-0.345394496514539,0.144735595196248,1,12.5423213601812
"Sim1Fold40",10016.875,0.0447545763040415,-3.10656157571239,4.63330111944778,1,12.5423213601812
"Sim1Fold41",11162.375,0.793715309882549,-0.231030433815264,0.0703771537439145,1,12.5423213601812
"Sim1Fold42",12119.875,0.42135315086908,-0.864283958759031,0.676183266405199,1,12.5423213601812
"Sim1Fold43",13753.875,0.222136071864006,-1.50446514855425,1.59592325707891,1,12.5423213601812
"Sim1Fold44",15219.625,0.296193601478539,-1.21674197941236,1.15548266247101,1,12.5423213601812
"Sim1Fold45",17434.625,0.258279866738197,-1.35371152718266,1.36023047832203,1,12.5423213601812
"Sim1Fold46",19903.5,0.82446223913712,-0.193023936530818,0.0506121235374312,1,12.5423213601812
"Sim1Fold47",24323.75,0.674906132096359,-0.39318166134079,0.181601977154595,1,12.5423213601812
"Sim1Fold48",29388.25,0.923197074386685,-0.0799125522252159,0.00955073111428392,1,12.5423213601812
"Sim1Fold49",45108.375,0.393067520122175,-0.933773874943341,0.764634175079425,1,12.5423213601812
"Sim0.667Fold1",1.125,0.179036574825172,-1.72016516538139,1.95041193004862,0.667,12.5423213601812
"Sim0.667Fold2",4.75,0.162678487328343,-1.81597949643518,2.11396309029243,0.667,12.5423213601812
"Sim0.667Fold3",10.5,0.451048497278137,-0.796180412493204,0.59276862978889,0.667,12.5423213601812
"Sim0.667Fold4",13.25,0.369206381153062,-0.996399492772949,0.847054540270511,0.667,12.5423213601812
"Sim0.667Fold5",21.375,0.143952839052852,-1.93826953962554,2.32786135638191,0.667,12.5423213601812
"Sim0.667Fold6",33.75,0.00117694813989207,-6.74483051293889,14.655035229259,0.667,12.5423213601812
"Sim0.667Fold7",52.75,0.0291766565579193,-3.5343863223728,5.5878195180839,0.667,12.5423213601812
"Sim0.667Fold8",67.125,0.35596968241145,-1.03290971352217,0.896229763005929,0.667,12.5423213601812
"Sim0.667Fold9",109.625,0.0025911205800977,-5.95566484043111,12.096681783804,0.667,12.5423213601812
"Sim0.667Fold10",141.375,0.00814768367701319,-4.81002160353451,8.77656949323229,0.667,12.5423213601812
"Sim0.667Fold11",204.625,8.08230901358833e-06,-11.725832957247,37.206298552959,0.667,12.5423213601812
"Sim0.667Fold12",250,0.00200623845851083,-6.21149372386968,12.9008264918642,0.667,12.5423213601812
"Sim0.667Fold13",353.25,0.00468700370603659,-5.3629617693364,10.3229439873538,0.667,12.5423213601812
"Sim0.667Fold14",444,1.26692132337533e-05,-11.2763356623428,34.6286452584839,0.667,12.5423213601812
"Sim0.667Fold15",522.125,1.54865005834238e-05,-11.0755418436207,33.5173673305636,0.667,12.5423213601812
"Sim0.667Fold16",668.375,3.84763248573417e-07,-14.7706376305814,58.4114021008522,0.667,12.5423213601812
"Sim0.667Fold17",836.75,3.73384233079894e-06,-12.4980727390177,41.9400920591189,0.667,12.5423213601812
"Sim0.667Fold18",987.875,4.77182897814924e-08,-16.8579510789697,77.5611476931896,0.667,12.5423213601812
"Sim0.667Fold19",1206,1.70227152044756e-09,-20.1913022892911,118.686640131576,0.667,12.5423213601812
"Sim0.667Fold20",1368.375,9.05578006753022e-10,-20.8224476946038,128.282262668833,0.667,12.5423213601812
"Sim0.667Fold21",1564.75,2.2256701711292e-10,-22.2257928591665,152.112541572476,0.667,12.5423213601812
"Sim0.667Fold22",1837.25,7.68807965890988e-12,-25.5913500828535,226.371124559002,0.667,12.5423213601812
"Sim0.667Fold23",2078.875,1.42237874990557e-10,-22.6735202838797,160.506938591189,0.667,12.5423213601812
"Sim0.667Fold24",2332.5,7.57495998641933e-12,-25.6061730468679,226.761465728182,0.667,12.5423213601812
"Sim0.667Fold25",2612,3.50310054402915e-12,-26.3773726698616,247.955625540371,0.667,12.5423213601812
"Sim0.667Fold26",2943.875,1.86555528303184e-11,-24.7048772752631,204.126557197103,0.667,12.5423213601812
"Sim0.667Fold27",3264.875,1.84453495209147e-13,-29.3213790216892,347.203402903417,0.667,12.5423213601812
"Sim0.667Fold28",3550.625,3.53745847211905e-12,-26.3676125923584,247.676232174126,0.667,12.5423213601812
"Sim0.667Fold29",3819.25,5.69697982056097e-13,-28.1936700305473,305.423155750323,0.667,12.5423213601812
"Sim0.667Fold30",4209.125,7.93811015607539e-13,-27.8619309776014,294.069437167407,0.667,12.5423213601812
"Sim0.667Fold31",4692.5,2.24965768534693e-14,-31.4254132371206,440.141214014106,0.667,12.5423213601812
"Sim0.667Fold32",4940.75,2.72704734348573e-12,-26.6278016512016,255.225988317256,0.667,12.5423213601812
"Sim0.667Fold33",5476,5.21965994496651e-12,-25.9785888607984,236.776186749997,0.667,12.5423213601812
"Sim0.667Fold34",5942.75,5.35921853315014e-15,-32.8599582265113,516.743493418625,0.667,12.5423213601812
"Sim0.667Fold35",6306,6.94947702981309e-13,-27.994939799686,298.572905991785,0.667,12.5423213601812
"Sim0.667Fold36",7004.25,5.69859870148936e-14,-30.4959709991442,396.476985983653,0.667,12.5423213601812
"Sim0.667Fold37",7842.125,1.47180979562915e-14,-31.8496985048848,461.576364313737,0.667,12.5423213601812
"Sim0.667Fold38",8524.625,5.83944350217025e-15,-32.7741408933353,511.820124192483,0.667,12.5423213601812
"Sim0.667Fold39",9310.875,1.92200075846509e-13,-29.2802395037517,345.58823207356,0.667,12.5423213601812
"Sim0.667Fold40",10243,5.46300062891296e-15,-32.8407781903748,515.639170233633,0.667,12.5423213601812
"Sim0.667Fold41",11037.5,3.84513438293632e-16,-35.4945529355094,692.36588131504,0.667,12.5423213601812
"Sim0.667Fold42",12150.75,5.01917496745708e-13,-28.3203406378379,309.866766724249,0.667,12.5423213601812
"Sim0.667Fold43",13735,6.9227954421215e-17,-37.2091269272169,836.593794681733,0.667,12.5423213601812
"Sim0.667Fold44",15340.125,2.11423442064166e-14,-31.4874985310035,443.216859319943,0.667,12.5423213601812
"Sim0.667Fold45",17391.5,2.37985928568025e-15,-33.6717350326389,565.64087001786,0.667,12.5423213601812
"Sim0.667Fold46",20513.375,3.66056254117312e-15,-33.2411595595339,539.172489773712,0.667,12.5423213601812
"Sim0.667Fold47",24074.25,2.12167886173537e-15,-33.7865687037138,572.910061684538,0.667,12.5423213601812
"Sim0.667Fold48",30497.875,1.3057773389608e-16,-36.5745629624274,780.083065066239,0.667,12.5423213601812
"Sim0.667Fold49",45561.25,8.79393096798193e-18,-39.2724698530647,1049.51999619474,0.667,12.5423213601812
