"Feature","MnCnt","Pval","LogPval","F.stat","Fold","Den.df"
"Sim0.5Fold1",2,0.171901952457943,-1.76083100855462,2.27679296923171,0.5,3.56455878671333
"Sim0.5Fold2",2.16666666666667,0.702191148798341,-0.353549620285464,0.157767062870209,0.5,3.56455878671333
"Sim0.5Fold3",3,0.788457515860652,-0.237676753725404,0.0772848682132676,0.5,3.56455878671333
"Sim0.5Fold4",6.16666666666667,0.318556697447343,-1.14395480584912,1.139902736562,0.5,3.56455878671333
"Sim0.5Fold5",9,0.00656375697439329,-5.02619213045047,13.7755873807084,0.5,3.56455878671333
"Sim0.5Fold6",7.66666666666667,0.0247332304500578,-3.69960757718673,7.80784909555893,0.5,3.56455878671333
"Sim0.5Fold7",7.83333333333333,0.76443546925899,-0.268617666254816,0.0965182293846518,0.5,3.56455878671333
"Sim0.5Fold8",18.1666666666667,0.590093203286546,-0.52747478288647,0.316331101247788,0.5,3.56455878671333
"Sim0.5Fold9",23.5,0.0225706810800429,-3.79110351226581,8.15350250832695,0.5,3.56455878671333
"Sim0.5Fold10",14.6666666666667,0.0250590768562583,-3.68651916753278,7.7591176854458,0.5,3.56455878671333
"Sim0.5Fold11",31.5,0.0079059137681033,-4.84014422131318,12.8035437360991,0.5,3.56455878671333
"Sim0.5Fold12",34.5,0.0331055085302624,-3.40805558959168,6.76341946110464,0.5,3.56455878671333
"Sim0.5Fold13",52.1666666666667,0.0188486180085509,-3.97131568297205,8.86043981692069,0.5,3.56455878671333
"Sim0.5Fold14",36,0.0334965351841895,-3.39631327283772,6.72311706232998,0.5,3.56455878671333
"Sim0.5Fold15",54.5,0.00504589987048374,-5.28917927230463,15.2354048404068,0.5,3.56455878671333
"Sim0.5Fold16",49.6666666666667,0.00323597900023441,-5.73342376922771,17.94790664447,0.5,3.56455878671333
"Sim0.5Fold17",84.8333333333333,0.00160642397884097,-6.43374470151094,22.9351761185222,0.5,3.56455878671333
"Sim0.5Fold18",70.1666666666667,0.0903179621155219,-2.40441892233237,3.76699043575567,0.5,3.56455878671333
"Sim0.5Fold19",90,0.0401838196395685,-3.21429086090878,6.11518635192721,0.5,3.56455878671333
"Sim0.5Fold20",113.666666666667,1.61813065388729e-05,-11.0316538993547,93.1561349478992,0.5,3.56455878671333
"Sim0.5Fold21",130.333333333333,0.00320821826688272,-5.74203955298728,18.0037690703779,0.5,3.56455878671333
"Sim0.5Fold22",130.333333333333,0.00181008540638174,-6.31438124897135,22.0179599246644,0.5,3.56455878671333
"Sim0.5Fold23",118.833333333333,0.0183881123862772,-3.99605088912094,8.96024204066436,0.5,3.56455878671333
"Sim0.5Fold24",154.833333333333,5.85847385130567e-05,-9.74503633023115,64.3577114328845,0.5,3.56455878671333
"Sim0.5Fold25",147.666666666667,0.0324900373281404,-3.42682178039011,6.82810680025729,0.5,3.56455878671333
"Sim0.5Fold26",189,0.00262571135164156,-5.94240342854846,19.3398322470915,0.5,3.56455878671333
"Sim0.5Fold27",168.666666666667,0.0071264817301817,-4.94393761231778,13.3398120071915,0.5,3.56455878671333
"Sim0.5Fold28",223,0.00404817882632332,-5.50948817150945,16.540242472406,0.5,3.56455878671333
"Sim0.5Fold29",268,0.0193902705655878,-3.94298385595243,8.74695776105383,0.5,3.56455878671333
