"Feature","MnCnt","Log2Rat","pvals","qvals","log.pvals","F.stat","den.df"
"ERCC-00002",28199,-1.13814223505064,0.0022711412036424,0.0669535069892168,-6.08747284093455,20.4049748247191,3.54265331827459
"ERCC-00003",2264.16666666667,-1.17811305203102,0.000481077366151648,0.0379367415004739,-7.63948245640246,34.1494300962296,3.54265331827459
"ERCC-00004",3420,1.88153832193421,6.50111738475758e-06,0.00561577956561253,-11.9435364904894,121.131899231866,3.54265331827459
"ERCC-00009",887,-0.164578379976835,0.885370849680658,0.682030320724121,-0.121748682559424,0.0222358136489064,3.54265331827459
"ERCC-00013",2.16666666666667,1.58496250072116,0.658490030618377,0.61508955132762,-0.417805897445103,0.211592444915182,3.54265331827459
"ERCC-00019",20.1666666666667,2.26303440583379,0.00170493275779738,0.0598912276457028,-6.37422960726637,22.5353083657206,3.54265331827459
"ERCC-00022",260,-0.9955403518093,0.00113873569481809,0.0487521219343994,-6.77783667164852,25.8241389261342,3.54265331827459
"ERCC-00025",51.8333333333333,-0.251538766995964,0.774284334703064,0.652379790001967,-0.255816115354156,0.0883674542658012,3.54265331827459
"ERCC-00028",2.83333333333333,1.58496250072116,0.00757014181931173,0.105647819617559,-4.88354347732098,13.0512459589207,3.54265331827459
"ERCC-00031",3.5,-2,0.694151377181658,0.625894590444503,-0.365065219520497,0.166994760261631,3.54265331827459
"ERCC-00033",1.16666666666667,1,0.108067275768822,0.294569270863059,-2.22500132200901,3.32233963792099,3.54265331827459
"ERCC-00034",20.8333333333333,-1.22239242133645,0.321930035062448,0.463038475627877,-1.13342103946173,1.12347139150068,3.54265331827459
"ERCC-00035",89,-0.302028537449657,0.65664163692196,0.614399875652991,-0.420616863007157,0.214080602903297,3.54265331827459
"ERCC-00039",3.66666666666667,-1.8073549220576,0.271683513812908,0.433380027657379,-1.30311744229693,1.4062874763758,3.54265331827459
"ERCC-00040",1.5,1.58496250072116,0.128294896695359,0.31602068074377,-2.05342378449335,2.91739890315619,3.54265331827459
"ERCC-00042",671.333333333333,-0.16912727123626,0.867368626963255,0.677080705109086,-0.142291217288186,0.0298536160196901,3.54265331827459
"ERCC-00043",1210.33333333333,-1.21995492121551,0.000557794320092768,0.0388013133074657,-7.49152026551766,32.5806400823743,3.54265331827459
"ERCC-00044",33,-0.866733469136536,0.0105003117346729,0.115237066033393,-4.55635033324291,11.4321491289057,3.54265331827459
"ERCC-00046",5928.33333333333,-1.17694760576925,0.000424132653983309,0.0369598499401304,-7.76546428849561,35.5347249023625,3.54265331827459
"ERCC-00051",13.5,-0.387023123109247,0.735431505917,0.638549494942365,-0.307297869154763,0.122965183342799,3.54265331827459
"ERCC-00053",37.1666666666667,-0.15200309344505,0.343353283342987,0.476006540951485,-1.06899538129047,1.02208021015878,3.54265331827459
"ERCC-00054",9.66666666666667,0.362570079384708,0.284830846329487,0.441552870718,-1.25585979656811,1.32527209599875,3.54265331827459
"ERCC-00058",1.83333333333333,-Inf,0.0109799699844328,0.11736079700278,-4.5116825765627,11.2220683080261,3.54265331827459
"ERCC-00059",16.1666666666667,-3.16992500144231,0.113195394988428,0.300973816410553,-2.17863979435476,3.21069699820706,3.54265331827459
"ERCC-00060",361.833333333333,0.0397705286925998,0.966235669131812,0.701878508330108,-0.0343475106194055,0.00191450538023387,3.54265331827459
"ERCC-00062",58.8333333333333,2.72582503656101,2.40791485834697e-05,0.0123706625847576,-10.6341642959781,83.6324966413625,3.54265331827459
"ERCC-00067",1.83333333333333,-0.415037499278844,0.447067934483054,0.530135375281405,-0.80504471720687,0.643242987893741,3.54265331827459
"ERCC-00069",3.16666666666667,-0.415037499278844,0.558810705397793,0.577244915773294,-0.581944493948564,0.373994765968038,3.54265331827459
"ERCC-00071",55,-0.703018262242868,0.0749054958213989,0.25979880829194,-2.59152801569822,4.26442664458124,3.54265331827459
"ERCC-00074",16744.8333333333,-0.782353049629378,0.0246671316880942,0.167914893431903,-3.70228362240374,7.82865502921194,3.54265331827459
"ERCC-00076",232,-0.713695814843359,0.00549284071212901,0.0936745864184656,-5.20430972338018,14.7839965339397,3.54265331827459
