"Feature","MnCnt","Pval","LogPval","F.stat","Fold","Den.df"
"Sim0.5Fold19",1179.5,1.55046919188832e-14,-31.7976337123472,263.251081126885,0.5,18.2814826626146
"Sim0.5Fold20",1366.5,2.10517895481008e-15,-33.7943759172283,314.473930785874,0.5,18.2814826626146
"Sim0.5Fold21",1548.75,1.06861608611976e-14,-32.1698268680355,272.171267597144,0.5,18.2814826626146
"Sim0.5Fold22",1815.25,3.78570990248009e-17,-37.812713154798,446.994672661592,0.5,18.2814826626146
"Sim0.5Fold23",2079.375,5.14561995013741e-16,-35.2032156302242,356.03453114189,0.5,18.2814826626146
"Sim0.5Fold24",2280.625,8.34004006608325e-16,-34.7202934674589,341.241881627529,0.5,18.2814826626146
"Sim0.5Fold25",2683.625,2.04388869565487e-18,-40.7316774572146,574.822026203741,0.5,18.2814826626146
"Sim0.5Fold26",2975.125,1.52157020261105e-18,-41.0267888442073,589.539607998036,0.5,18.2814826626146
"Sim0.5Fold27",3248.375,5.82504780512527e-16,-35.0791942815982,352.179225565756,0.5,18.2814826626146
"Sim0.5Fold28",3540.75,1.29354042595005e-18,-41.1891486985868,597.790566682731,0.5,18.2814826626146
"Sim0.5Fold29",3716.625,1.13536673054589e-18,-41.3195759645353,604.499137904577,0.5,18.2814826626146
"Sim0.5Fold30",4143.375,8.27888463970818e-19,-41.6354085129125,621.045817022177,0.5,18.2814826626146
"Sim0.5Fold31",4476.375,5.68745938409946e-20,-44.3134382168866,780.078882798527,0.5,18.2814826626146
"Sim0.5Fold32",5001,7.75933476429e-21,-46.3053903486058,923.326426484798,0.5,18.2814826626146
"Sim0.5Fold33",5339.5,9.98945437673798e-20,-43.7501718856552,743.656328738138,0.5,18.2814826626146
"Sim0.5Fold34",5877.25,5.20127107160488e-21,-46.7053839203103,955.035016617383,0.5,18.2814826626146
"Sim0.5Fold35",6407.75,5.15291419250022e-19,-42.1095543496297,646.709051917019,0.5,18.2814826626146
"Sim0.5Fold36",6886.625,4.98612551658526e-20,-44.4450427012927,788.835154424682,0.5,18.2814826626146
"Sim0.5Fold37",7712.75,1.15838897930415e-20,-45.9046716309991,892.590813350719,0.5,18.2814826626146
"Sim0.5Fold38",8406.125,3.68569888831811e-20,-44.7472416946055,809.304776191802,0.5,18.2814826626146
"Sim0.5Fold39",9119,1.27800581287439e-21,-48.1089860485149,1074.94341916253,0.5,18.2814826626146
"Sim0.5Fold40",9892.375,4.95357225273005e-20,-44.4515928763587,789.273453358335,0.5,18.2814826626146
"Sim0.5Fold41",11093.125,1.1740336710221e-20,-45.8912564582882,891.579300234864,0.5,18.2814826626146
"Sim0.5Fold42",12225.75,5.19462795851646e-22,-49.0092470391823,1159.47887964305,0.5,18.2814826626146
"Sim0.5Fold43",13717.875,3.37470422123106e-19,-42.5328090845566,670.480037925094,0.5,18.2814826626146
"Sim0.5Fold44",15331.5,3.1307306833257e-23,-51.8181907164031,1467.38999609342,0.5,18.2814826626146
"Sim0.5Fold45",17394.5,3.5509021733957e-20,-44.7845001553291,811.863965057607,0.5,18.2814826626146
"Sim0.5Fold46",19989.5,5.00142083509374e-23,-51.349735099778,1410.96500156476,0.5,18.2814826626146
"Sim0.5Fold47",24156.625,2.00179576045378e-23,-52.2654124809295,1523.32728602663,0.5,18.2814826626146
"Sim0.5Fold48",29811.875,1.26289627018157e-22,-50.4234643355793,1305.60559340666,0.5,18.2814826626146
"Sim0.5Fold49",45067.25,9.81817401247933e-23,-50.6752219795628,1333.45116416785,0.5,18.2814826626146
"Sim4Fold1",2.625,0.472334450833851,-0.750067962047366,0.532998156984031,4,18.2814826626146
"Sim4Fold2",4.75,0.0159314170427722,-4.13946220466785,6.71524313558704,4,18.2814826626146
"Sim4Fold3",7.25,0.00012659651634555,-8.97450556565057,20.7200820730588,4,18.2814826626146
"Sim4Fold4",15,1.24941951052783e-05,-11.2902464130969,29.8268822786289,4,18.2814826626146
"Sim4Fold5",23.625,2.94201487439567e-05,-10.4338307869249,26.249611626354,4,18.2814826626146
"Sim4Fold6",27.875,0.000101524623418633,-9.19520919364644,21.5129579844929,4,18.2814826626146
"Sim4Fold7",48.125,4.42070437982283e-07,-14.6317966056146,46.5155409591411,4,18.2814826626146
"Sim4Fold8",71.625,4.26752001128855e-08,-16.969647879047,61.2764533332876,4,18.2814826626146
"Sim4Fold9",93.125,2.79231340644714e-09,-19.6963954067532,82.5193911216645,4,18.2814826626146
"Sim4Fold10",146.75,2.48346991916788e-12,-26.7213643727105,165.345586954255,4,18.2814826626146
"Sim4Fold11",201.125,3.85774086816547e-12,-26.2809393711022,158.627101032112,4,18.2814826626146
"Sim4Fold12",261.875,1.69179739856403e-15,-34.0129848816976,320.610960066552,4,18.2814826626146
"Sim4Fold13",332.5,2.32127228171762e-15,-33.6966609622552,311.76631068354,4,18.2814826626146
"Sim4Fold14",436.875,7.64160205561161e-17,-37.11033930656,420.558298619653,4,18.2814826626146
"Sim4Fold15",561.5,2.96637589406846e-18,-40.3591907038618,556.749186497068,4,18.2814826626146
"Sim4Fold16",641.25,9.45327439759617e-18,-39.2001704953033,503.933813638101,4,18.2814826626146
"Sim4Fold17",823.25,1.79584036721418e-19,-43.1636436833546,707.483454799845,4,18.2814826626146
"Sim4Fold18",983.25,1.51914166491549e-20,-45.6335563786571,872.363932982149,4,18.2814826626146
"Sim4Fold19",1141.875,3.14195910437194e-21,-47.2094404289213,996.509858170672,4,18.2814826626146
"Sim4Fold20",1381.75,1.06586679075689e-21,-48.2904985967062,1091.4868686406,4,18.2814826626146
"Sim4Fold21",1626.25,6.62085730266794e-23,-51.0692322753852,1378.20626412678,4,18.2814826626146
"Sim4Fold22",1825,3.84470377774961e-23,-51.6127605797706,1442.37790830765,4,18.2814826626146
"Sim4Fold23",2019.25,2.42537324566375e-23,-52.0734717105798,1499.06723856261,4,18.2814826626146
"Sim4Fold24",2274.25,1.99939970933394e-23,-52.2666101486888,1523.47987063243,4,18.2814826626146
"Sim4Fold25",2567.625,4.79650091460709e-24,-53.6941555558991,1716.48502752659,4,18.2814826626146
"Sim4Fold26",2773.125,1.24052431492114e-25,-57.3490931999897,2327.64169204111,4,18.2814826626146
"Sim4Fold27",3128.75,2.092968185027e-23,-52.2208738961707,1517.66368072359,4,18.2814826626146
"Sim4Fold28",3436.25,1.54825575422439e-26,-59.4300834404171,2767.21126540435,4,18.2814826626146
"Sim4Fold29",3596,1.53391683398811e-25,-57.1368028385074,2286.89010706815,4,18.2814826626146
"Sim4Fold30",4191,7.48464789170178e-25,-55.5517733499429,2004.13676946294,4,18.2814826626146
"Sim4Fold31",4515.375,1.22307918649947e-26,-59.6658408154852,2821.92989938276,4,18.2814826626146
"Sim4Fold32",4827,5.36382870700305e-26,-58.1875343867531,2495.73904448207,4,18.2814826626146
"Sim4Fold33",5280.875,1.24106814610136e-26,-59.6512400008811,2818.51013781426,4,18.2814826626146
"Sim4Fold34",5659,5.44068453949839e-27,-60.4758926234213,3018.24861231899,4,18.2814826626146
"Sim4Fold35",6351.75,2.37911070594771e-27,-61.3030707459447,3232.70286629875,4,18.2814826626146
"Sim4Fold36",6561.5,3.84422259858185e-27,-60.823226113348,3106.52217641623,4,18.2814826626146
"Sim4Fold37",7554.5,7.40707270594862e-27,-60.1673621960133,2941.92688659902,4,18.2814826626146
"Sim4Fold38",8221,6.95531357480121e-28,-62.5328766932339,3579.81102013397,4,18.2814826626146
"Sim4Fold39",9144.75,1.1391746577161e-28,-64.3420785880897,4158.82177633506,4,18.2814826626146
"Sim4Fold40",9850.5,5.89005929551391e-28,-62.6991165390704,3629.48747167188,4,18.2814826626146
"Sim4Fold41",10664.25,5.33339941053739e-28,-62.7983937808626,3659.47992276226,4,18.2814826626146
"Sim4Fold42",12195.875,1.12516880063064e-27,-62.0518644414335,3439.84586521919,4,18.2814826626146
"Sim4Fold43",13309.5,5.31174873903097e-29,-65.1050465864061,4430.0788451411,4,18.2814826626146
"Sim4Fold44",15012.375,7.33807896292875e-28,-62.4793055171338,3563.94704318059,4,18.2814826626146
"Sim4Fold45",17151.5,1.65674772852429e-27,-61.6649410298971,3331.21456004421,4,18.2814826626146
"Sim4Fold46",19600,2.98635970002782e-29,-65.6809125427993,4646.40626842829,4,18.2814826626146
"Sim4Fold47",23445.125,8.03873286421196e-31,-69.2958664159991,6266.020936892,4,18.2814826626146
"Sim4Fold48",29033,4.27244454002829e-30,-67.6253666345819,5457.53406281382,4,18.2814826626146
"Sim4Fold49",44691.375,1.0914003362178e-29,-66.6875061129964,5050.08105638431,4,18.2814826626146
"Sim1Fold1",2.25,0.98430813422783,-0.0158162864089242,0.000394883471512211,1,18.2814826626146
"Sim1Fold2",2.125,0.367012340968517,-1.00235980487572,0.845001775186656,1,18.2814826626146
"Sim1Fold3",8.375,0.135091677859908,-2.00180163576598,2.38944980275578,1,18.2814826626146
"Sim1Fold4",13.25,0.757431744784506,-0.277821851553434,0.0975703886107257,1,18.2814826626146
"Sim1Fold5",20.875,0.972952708726887,-0.0274198015468132,0.00117350430426602,1,18.2814826626146
"Sim1Fold6",30,0.0416814015941776,-3.17770025460295,4.62447621774704,1,18.2814826626146
"Sim1Fold7",50.5,0.784835309327562,-0.242281380245158,0.0762110727576947,1,18.2814826626146
"Sim1Fold8",82.125,0.460116764407207,-0.776274986041978,0.563372859396042,1,18.2814826626146
"Sim1Fold9",94.375,0.525874116305163,-0.642693417500412,0.414207615148153,1,18.2814826626146
"Sim1Fold10",151.625,0.436731338594268,-0.828437058770316,0.625325246466545,1,18.2814826626146
"Sim1Fold11",190.75,0.974758046508212,-0.0255659962079141,0.0010220219588056,1,18.2814826626146
"Sim1Fold12",247.75,0.332318015337344,-1.10166289101545,0.978528453073524,1,18.2814826626146
"Sim1Fold13",317.625,0.842173938889805,-0.171768707820235,0.0405044406256703,1,18.2814826626146
"Sim1Fold14",476,0.120158007832438,-2.11894767039438,2.59452856734675,1,18.2814826626146
"Sim1Fold15",538,0.235001324552521,-1.44816412846016,1.48304284864778,1,18.2814826626146
"Sim1Fold16",667.875,0.693708711820891,-0.36570313018496,0.158841225035699,1,18.2814826626146
"Sim1Fold17",884.75,0.280572131540806,-1.27092443363451,1.2179953725834,1,18.2814826626146
"Sim1Fold18",1000.375,0.83101563152805,-0.185106673800536,0.046530761328703,1,18.2814826626146
"Sim1Fold19",1224.25,0.377716996470681,-0.973610050353817,0.807391110191587,1,18.2814826626146
"Sim1Fold20",1333.25,0.862648662331623,-0.147747782805645,0.0305719093914174,1,18.2814826626146
"Sim1Fold21",1580.625,0.607859690701496,-0.497811195520435,0.270267811073941,1,18.2814826626146
"Sim1Fold22",1857.625,0.539232898872664,-0.617607707015615,0.387858389296579,1,18.2814826626146
"Sim1Fold23",2102.375,0.540745545072201,-0.614806452606944,0.384951073783823,1,18.2814826626146
"Sim1Fold24",2313.25,0.900539413521564,-0.104761346838026,0.0159500950270942,1,18.2814826626146
"Sim1Fold25",2646.375,0.375291993092648,-0.98005090775394,0.815774649355934,1,18.2814826626146
"Sim1Fold26",2888,0.652753486380548,-0.426555730351597,0.207535843327764,1,18.2814826626146
"Sim1Fold27",3154.25,0.911750437813813,-0.0923889691028256,0.0125422050638899,1,18.2814826626146
"Sim1Fold28",3447.25,0.595723358544263,-0.517978883190356,0.289050339129736,1,18.2814826626146
"Sim1Fold29",3760.25,0.723849628636248,-0.323171603421867,0.127764267125468,1,18.2814826626146
"Sim1Fold30",4176.875,0.0841071192836698,-2.47566406298595,3.24426157354668,1,18.2814826626146
"Sim1Fold31",4548.125,0.254200283512133,-1.3696328049161,1.36391413782969,1,18.2814826626146
"Sim1Fold32",4936.75,0.585102578061109,-0.535968100008782,0.306164675083632,1,18.2814826626146
"Sim1Fold33",5268.625,0.551724413750092,-0.594706607824776,0.364301298255896,1,18.2814826626146
"Sim1Fold34",5862.375,0.921494043119642,-0.0817589662234386,0.00991651252837234,1,18.2814826626146
"Sim1Fold35",6485.125,0.278407351631912,-1.2786699441467,1.22928568712117,1,18.2814826626146
"Sim1Fold36",7006.5,0.954679360910631,-0.0463797426148563,0.00329722942601702,1,18.2814826626146
"Sim1Fold37",7568.5,0.433124380604133,-0.8367303391016,0.635352404186075,1,18.2814826626146
"Sim1Fold38",8314.625,0.307081771521836,-1.18064121011295,1.08849344568373,1,18.2814826626146
"Sim1Fold39",9094.75,0.146685497853578,-1.91946445452359,2.24790891348257,1,18.2814826626146
"Sim1Fold40",10052.875,0.531525423156171,-0.632004249500869,0.402911591231372,1,18.2814826626146
"Sim1Fold41",10904.5,0.329193648171319,-1.1111091051062,0.991510539254656,1,18.2814826626146
"Sim1Fold42",12213.5,0.420976973181239,-0.865177142327109,0.670104030515886,1,18.2814826626146
"Sim1Fold43",13636.375,0.643304050247147,-0.441137804537828,0.219893546083078,1,18.2814826626146
"Sim1Fold44",15372.625,0.655965774783786,-0.421646663984777,0.203433606141329,1,18.2814826626146
"Sim1Fold45",17235,0.708194079567426,-0.345037099170644,0.143421626080733,1,18.2814826626146
"Sim1Fold46",19817,0.241171592276535,-1.4222465976966,1.44343923574117,1,18.2814826626146
"Sim1Fold47",24128.375,0.0654645634238822,-2.7262462991724,3.72205029386541,1,18.2814826626146
"Sim1Fold48",29715.875,0.499106816029748,-0.694935145958374,0.47082792479419,1,18.2814826626146
"Sim1Fold49",44791.125,0.738092632511788,-0.303685943949773,0.114403465880332,1,18.2814826626146
"Sim0.667Fold1",1.875,0.64592204120757,-0.437076461727109,0.216426056570596,0.667,18.2814826626146
"Sim0.667Fold2",6.875,0.214160563962102,-1.54102924640545,1.62719461800739,0.667,18.2814826626146
"Sim0.667Fold3",8.5,0.219696411194172,-1.51550863475379,1.58723588041218,0.667,18.2814826626146
"Sim0.667Fold4",13.875,0.498487039426811,-0.696177689062037,0.472202365611902,0.667,18.2814826626146
"Sim0.667Fold5",20.625,0.00117500486418245,-6.74648299166484,13.5077543030598,0.667,18.2814826626146
"Sim0.667Fold6",38.375,0.254629819865467,-1.36794447534396,1.36138193261146,0.667,18.2814826626146
"Sim0.667Fold7",52.625,0.0021675671184235,-6.13414988396502,11.7611011029793,0.667,18.2814826626146
"Sim0.667Fold8",72.375,0.0486618403430338,-3.02286012189323,4.30908715754521,0.667,18.2814826626146
"Sim0.667Fold9",102.125,0.0042907141768197,-5.45130208511445,9.92482228062685,0.667,18.2814826626146
"Sim0.667Fold10",147.375,0.000921999937069926,-6.98896540266156,14.2263068416569,0.667,18.2814826626146
"Sim0.667Fold11",192.375,0.00431108390072019,-5.44656592139766,9.91248796781024,0.667,18.2814826626146
"Sim0.667Fold12",280.5,3.35297552965532e-06,-12.6056623885518,35.8473841993354,0.667,18.2814826626146
"Sim0.667Fold13",366.75,8.20392208586481e-06,-11.7108982148903,31.6805164224639,0.667,18.2814826626146
"Sim0.667Fold14",474.75,1.44495086231103e-05,-11.1448501493051,29.2012516212531,0.667,18.2814826626146
"Sim0.667Fold15",536.625,2.87135921155439e-05,-10.4581399544323,26.3476331638021,0.667,18.2814826626146
"Sim0.667Fold16",692.375,1.1499672467074e-06,-13.6757770971187,41.257393517993,0.667,18.2814826626146
"Sim0.667Fold17",822.875,1.18601871656474e-07,-15.9474935692554,54.4696078222206,0.667,18.2814826626146
"Sim0.667Fold18",1013.875,5.54630874396056e-10,-21.3127183146316,97.5652900190279,0.667,18.2814826626146
"Sim0.667Fold19",1259.875,1.66495678421875e-10,-22.5160517622691,110.144951427949,0.667,18.2814826626146
"Sim0.667Fold20",1373.375,3.04792422385482e-09,-19.6088050603711,81.7599880164016,0.667,18.2814826626146
"Sim0.667Fold21",1636.625,5.89397652213502e-12,-25.857090214971,152.387758958951,0.667,18.2814826626146
"Sim0.667Fold22",1851.75,7.43210204208304e-11,-23.3226272914199,119.303723666137,0.667,18.2814826626146
"Sim0.667Fold23",2032.125,2.09867716254444e-11,-24.5871287992876,134.946724111937,0.667,18.2814826626146
"Sim0.667Fold24",2354.5,3.20751916057757e-12,-26.4655233247591,161.413186247149,0.667,18.2814826626146
"Sim0.667Fold25",2578.375,9.95719950513474e-13,-27.6353103510462,180.090412764517,0.667,18.2814826626146
"Sim0.667Fold26",2877.875,6.19158366891174e-14,-30.4130004048226,232.36754646199,0.667,18.2814826626146
"Sim0.667Fold27",3192,2.39008089880895e-13,-29.062278994678,205.45190678226,0.667,18.2814826626146
"Sim0.667Fold28",3511.125,2.62548488794284e-12,-26.6657555177271,164.483784458102,0.667,18.2814826626146
"Sim0.667Fold29",3833.625,2.49838538240135e-14,-31.320546625731,252.209793401542,0.667,18.2814826626146
"Sim0.667Fold30",4132.75,2.31753665479759e-15,-33.6982715600525,311.81076289468,0.667,18.2814826626146
"Sim0.667Fold31",4559,2.2235307642181e-15,-33.7396800280953,312.955656762308,0.667,18.2814826626146
"Sim0.667Fold32",5042.875,6.56849211195768e-15,-32.6564920998734,284.255342340607,0.667,18.2814826626146
"Sim0.667Fold33",5466,3.73119946475674e-16,-35.5246317336215,366.211279474099,0.667,18.2814826626146
"Sim0.667Fold34",5921.5,5.17439643007647e-15,-32.8950536944306,290.358238888216,0.667,18.2814826626146
"Sim0.667Fold35",6303.75,1.85476667327144e-15,-33.9210174893656,318.015676579836,0.667,18.2814826626146
"Sim0.667Fold36",6847,6.56292475963021e-15,-32.6573400438105,284.276822767053,0.667,18.2814826626146
"Sim0.667Fold37",7714.5,1.37641294151985e-16,-36.5218806905667,399.557237339486,0.667,18.2814826626146
"Sim0.667Fold38",8232.375,1.19091232657673e-14,-32.0614716275388,269.546081176542,0.667,18.2814826626146
"Sim0.667Fold39",8956.875,3.16529338070058e-15,-33.3865306482865,303.315752425308,0.667,18.2814826626146
"Sim0.667Fold40",10109.75,6.0924285599696e-16,-35.0343147073537,350.793784582208,0.667,18.2814826626146
"Sim0.667Fold41",10881.125,2.45054012723773e-14,-31.3398828415607,252.648906025523,0.667,18.2814826626146
"Sim0.667Fold42",12170.5,4.73338679813659e-17,-37.5893056096425,438.419466855169,0.667,18.2814826626146
"Sim0.667Fold43",13688.75,3.77273432003476e-16,-35.5135614655072,365.856271180546,0.667,18.2814826626146
"Sim0.667Fold44",15085.375,1.97860069444942e-17,-38.4615567060117,472.813393421499,0.667,18.2814826626146
"Sim0.667Fold45",17530.125,2.63840605879722e-16,-35.8711865186935,377.490116983044,0.667,18.2814826626146
"Sim0.667Fold46",19906.5,2.21305134181349e-16,-36.0469892270085,383.336013958182,0.667,18.2814826626146
"Sim0.667Fold47",23317.875,3.94199626954175e-16,-35.4696742255111,364.452049272606,0.667,18.2814826626146
"Sim0.667Fold48",29912,2.41452813525341e-16,-35.9598576090202,380.428079023973,0.667,18.2814826626146
"Sim0.667Fold49",45154.375,4.71519387955098e-18,-39.8957416389177,535.023448398484,0.667,18.2814826626146
