"Feature","MnCnt","Pval","LogPval","F.stat","Fold","Den.df"
"ERCC-00002",28199,0.00227162179371657,-6.08726125601311,20.4034658344083,0.5,3.54265192128033
"ERCC-00003",2264.16666666667,0.000480999390439137,-7.63964455513762,34.1511903557147,0.5,3.54265192128033
"ERCC-00004",3420,6.50091688051271e-06,-11.9435673324701,121.132992418763,4,3.54265192128033
"ERCC-00009",887,0.885366610536667,-0.121753470557742,0.0222374724308472,1,3.54265192128033
"ERCC-00013",2.16666666666667,0.65853286192295,-0.417740854832965,0.211535004672098,0.5,3.54265192128033
"ERCC-00019",20.1666666666667,0.00170568933614971,-6.37378594722788,22.5318885746515,4,3.54265192128033
"ERCC-00022",260,0.00113878973028066,-6.77778922061944,25.8237359267146,0.5,3.54265192128033
"ERCC-00025",51.8333333333333,0.77429208892859,-0.255806100704046,0.0883611788211749,1,3.54265192128033
"ERCC-00028",2.83333333333333,0.00757052035306249,-4.88349347504941,13.0509890111472,4,3.54265192128033
"ERCC-00031",3.5,0.694147105383881,-0.365071373525317,0.166999728928578,1,3.54265192128033
"ERCC-00033",1.16666666666667,0.108087094540452,-2.22481794591851,3.32189494810461,4,3.54265192128033
"ERCC-00034",20.8333333333333,0.321982767817666,-1.13325725096397,1.12320941184589,1,3.54265192128033
"ERCC-00035",89,0.656610754141388,-0.420663895520918,0.214122330608412,1,3.54265192128033
"ERCC-00039",3.66666666666667,0.271668841273893,-1.30317144975225,1.40638108754887,0.667,3.54265192128033
"ERCC-00040",1.5,0.128308575442592,-2.05331717060281,2.91715439592901,0.667,3.54265192128033
"ERCC-00042",671.333333333333,0.867370450209133,-0.14228911524771,0.0298527863307719,1,3.54265192128033
"ERCC-00043",1210.33333333333,0.000557669390535826,-7.49174426125374,32.5829756135449,0.5,3.54265192128033
"ERCC-00044",33,0.0105038582245751,-4.55601263935232,11.430552592095,0.667,3.54265192128033
"ERCC-00046",5928.33333333333,0.000424402395626782,-7.76482850650244,35.5276246041732,0.5,3.54265192128033
"ERCC-00051",13.5,0.735470767509584,-0.30724448478885,0.122926967589614,1,3.54265192128033
"ERCC-00053",37.1666666666667,0.343385892002775,-1.06890041463942,1.02193326817195,1,3.54265192128033
"ERCC-00054",9.66666666666667,0.284866940617071,-1.25573308276139,1.32505722197385,0.667,3.54265192128033
"ERCC-00058",1.83333333333333,0.0109824892989848,-4.51145315648451,11.2209971465675,0.667,3.54265192128033
"ERCC-00059",16.1666666666667,0.113262750954973,-2.17804492974302,3.20927542530503,0.5,3.54265192128033
"ERCC-00060",361.833333333333,0.966234092059849,-0.0343491428022161,0.00191468438337908,1,3.54265192128033
"ERCC-00062",58.8333333333333,2.40862496906895e-05,-10.6338694325481,83.625462421647,4,3.54265192128033
"ERCC-00067",1.83333333333333,0.447104230140898,-0.804963534501123,0.643136029594935,1,3.54265192128033
"ERCC-00069",3.16666666666667,0.558826971755728,-0.581915385484758,0.37396308209876,0.5,3.54265192128033
"ERCC-00071",55,0.0749101948592474,-2.59146528478094,4.26425642558006,0.667,3.54265192128033
"ERCC-00074",16744.8333333333,0.0246755445702104,-3.70194262419142,7.82737994618877,0.667,3.54265192128033
"ERCC-00076",232,0.00549262051776496,-5.2043498117041,14.7842245841693,0.667,3.54265192128033
"ERCC-00077",2,0.146464665877653,-1.92097106816409,2.62008433422149,0.5,3.54265192128033
"ERCC-00078",62.6666666666667,0.00374375402473513,-5.58766642104663,17.0612603077922,0.5,3.54265192128033
"ERCC-00079",112.833333333333,0.00494406129340864,-5.30956816136949,15.3860585300543,0.5,3.54265192128033
"ERCC-00084",38.1666666666667,0.826691141817009,-0.190324121892794,0.0513858441119417,0.667,3.54265192128033
"ERCC-00085",4.16666666666667,0.207108500076709,-1.57451246807805,1.90437075506644,4,3.54265192128033
"ERCC-00092",200.666666666667,0.000156334698849764,-8.76351134357757,48.3148081601657,4,3.54265192128033
"ERCC-00095",24,0.0030254579865181,-5.80069279845738,18.4318386287414,4,3.54265192128033
"ERCC-00096",10188.5,0.801509257784922,-0.221258756425411,0.0678172081413006,1,3.54265192128033
"ERCC-00099",31.5,0.0773099758474582,-2.55993227806142,4.17897465822321,0.667,3.54265192128033
"ERCC-00108",831.333333333333,5.57305963015543e-05,-9.79498125660956,65.6126090041299,4,3.54265192128033
"ERCC-00109",1.33333333333333,0.876806317257692,-0.131469157912776,0.0257162275873863,1,3.54265192128033
"ERCC-00111",635.333333333333,0.0551338117366774,-2.89799210789134,5.13648419090446,0.667,3.54265192128033
"ERCC-00112",82.3333333333333,0.0182842022798277,-4.00171785535858,8.99686076543423,0.5,3.54265192128033
"ERCC-00113",4638,0.0376895818188618,-3.27837156704557,6.33321741480159,0.667,3.54265192128033
"ERCC-00116",89.6666666666667,0.000270408702005243,-8.21557603234124,40.8811624763954,4,3.54265192128033
"ERCC-00130",13726.6666666667,4.01389039623516e-05,-10.1231645203413,72.1862661630659,4,3.54265192128033
"ERCC-00131",76,4.0438007412873e-05,-10.1157404377047,72.0311414486607,4,3.54265192128033
"ERCC-00136",476.5,9.44071186522174e-05,-9.26789407820451,56.1829781890952,4,3.54265192128033
"ERCC-00143",5.16666666666667,0.640004799935093,-0.446279602757961,0.237296667183889,0.667,3.54265192128033
"ERCC-00144",11.3333333333333,0.0216148341507003,-3.83437543377191,8.33206554478048,4,3.54265192128033
"ERCC-00145",987.166666666667,0.004419835034496,-5.42165290610125,16.0462007286299,0.667,3.54265192128033
"ERCC-00148",10.5,0.640321880413653,-0.445784290913086,0.236840151404787,1,3.54265192128033
"ERCC-00154",3.33333333333333,0.180587026085603,-1.71154247842244,2.1767770133132,4,3.54265192128033
"ERCC-00157",15,0.0572890460124598,-2.8596458426036,5.02299696781241,0.667,3.54265192128033
"ERCC-00158",1.16666666666667,0.865031333826908,-0.144989548628984,0.0309275257734208,1,3.54265192128033
"ERCC-00160",22.3333333333333,0.176404781378794,-1.73497403045482,2.22475387879221,0.5,3.54265192128033
"ERCC-00162",72.5,0.0325749564256449,-3.4242114936346,6.82768825249795,0.667,3.54265192128033
"ERCC-00163",24.1666666666667,0.00932384657499579,-4.67518001279217,12.0036158840777,0.5,3.54265192128033
"ERCC-00165",72.5,0.00929471152704288,-4.67830969357351,12.0189176718756,0.5,3.54265192128033
"ERCC-00168",1.5,0.255507482217452,-1.36450358515874,1.51408093576457,0.5,3.54265192128033
"ERCC-00170",10.6666666666667,0.0135869681699538,-4.2986441684266,10.2545703455325,4,3.54265192128033
"ERCC-00171",3888,0.975344854517935,-0.0249641735788364,0.00102049036721499,1,3.54265192128033
