"Feature","MnCnt","Log2Rat","pvals","qvals","log.pvals","F.stat","den.df"
"ERCC-00002",28199,-1.13814223505064,0.00227162179371657,0.0669544997778518,-6.08726125601311,20.4034658344083,3.54265192128033
"ERCC-00003",2264.16666666667,-1.17811305203102,0.000480999390439137,0.0379035435619956,-7.63964455513762,34.1511903557147,3.54265192128033
"ERCC-00004",3420,1.88153832193421,6.50091688051271e-06,0.00560017360605766,-11.9435673324701,121.132992418763,3.54265192128033
"ERCC-00009",887,-0.164578379976835,0.885366610536667,0.68203164339623,-0.121753470557742,0.0222374724308472,3.54265192128033
"ERCC-00013",2.16666666666667,1.58496250072116,0.65853286192295,0.615129559659847,-0.417740854832965,0.211535004672098,3.54265192128033
"ERCC-00019",20.1666666666667,2.26303440583379,0.00170568933614971,0.0599178048852589,-6.37378594722788,22.5318885746515,3.54265192128033
"ERCC-00022",260,-0.9955403518093,0.00113878973028066,0.0487544353276408,-6.77778922061944,25.8237359267146,3.54265192128033
"ERCC-00025",51.8333333333333,-0.251538766995964,0.77429208892859,0.652386323390017,-0.255806100704046,0.0883611788211749,3.54265192128033
"ERCC-00028",2.83333333333333,1.58496250072116,0.00757052035306249,0.1056531023806,-4.88349347504941,13.0509890111472,3.54265192128033
"ERCC-00031",3.5,-2,0.694147105383881,0.625874595948841,-0.365071373525317,0.166999728928578,3.54265192128033
"ERCC-00033",1.16666666666667,1,0.108087094540452,0.294586813381807,-2.22481794591851,3.32189494810461,3.54265192128033
"ERCC-00034",20.8333333333333,-1.22239242133645,0.321982767817666,0.463114322215435,-1.13325725096397,1.12320941184589,3.54265192128033
"ERCC-00035",89,-0.302028537449657,0.656610754141388,0.614381377238727,-0.420663895520918,0.214122330608412,3.54265192128033
"ERCC-00039",3.66666666666667,-1.8073549220576,0.271668841273893,0.43336267713398,-1.30317144975225,1.40638108754887,3.54265192128033
"ERCC-00040",1.5,1.58496250072116,0.128308575442592,0.316030146744025,-2.05331717060281,2.91715439592901,3.54265192128033
"ERCC-00042",671.333333333333,-0.16912727123626,0.867370450209133,0.677133647956017,-0.14228911524771,0.0298527863307719,3.54265192128033
"ERCC-00043",1210.33333333333,-1.21995492121551,0.000557669390535826,0.03879552337283,-7.49174426125374,32.5829756135449,3.54265192128033
"ERCC-00044",33,-0.866733469136536,0.0105038582245751,0.115275987457954,-4.55601263935232,11.430552592095,3.54265192128033
"ERCC-00046",5928.33333333333,-1.17694760576925,0.000424402395626782,0.0369781616918197,-7.76482850650244,35.5276246041732,3.54265192128033
"ERCC-00051",13.5,-0.387023123109247,0.735470767509584,0.63856335290155,-0.30724448478885,0.122926967589614,3.54265192128033
"ERCC-00053",37.1666666666667,-0.15200309344505,0.343385892002775,0.476085744554025,-1.06890041463942,1.02193326817195,3.54265192128033
"ERCC-00054",9.66666666666667,0.362570079384708,0.284866940617071,0.441563797849187,-1.25573308276139,1.32505722197385,3.54265192128033
"ERCC-00058",1.83333333333333,-Inf,0.0109824892989848,0.117375657285791,-4.51145315648451,11.2209971465675,3.54265192128033
"ERCC-00059",16.1666666666667,-3.16992500144231,0.113262750954973,0.301029562978616,-2.17804492974302,3.20927542530503,3.54265192128033
"ERCC-00060",361.833333333333,0.0397705286925998,0.966234092059849,0.701877362737006,-0.0343491428022161,0.00191468438337908,3.54265192128033
"ERCC-00062",58.8333333333333,2.72582503656101,2.40862496906895e-05,0.0123743107785917,-10.6338694325481,83.625462421647,3.54265192128033
"ERCC-00067",1.83333333333333,-0.415037499278844,0.447104230140898,0.530164102346461,-0.804963534501123,0.643136029594935,3.54265192128033
"ERCC-00069",3.16666666666667,-0.415037499278844,0.558826971755728,0.577262180884029,-0.581915385484758,0.37396308209876,3.54265192128033
"ERCC-00071",55,-0.703018262242868,0.0749101948592474,0.259811614101013,-2.59146528478094,4.26425642558006,3.54265192128033
"ERCC-00074",16744.8333333333,-0.782353049629378,0.0246755445702104,0.167890156805818,-3.70194262419142,7.82737994618877,3.54265192128033
"ERCC-00076",232,-0.713695814843359,0.00549262051776496,0.0936708312365725,-5.2043498117041,14.7842245841693,3.54265192128033
"ERCC-00077",2,-Inf,0.146464665877653,0.335920634351091,-1.92097106816409,2.62008433422149,3.54265192128033
"ERCC-00078",62.6666666666667,-0.932885804141463,0.00374375402473513,0.0814117938712243,-5.58766642104663,17.0612603077922,3.54265192128033
"ERCC-00079",112.833333333333,-1.26710407014284,0.00494406129340864,0.0907146960531674,-5.30956816136949,15.3860585300543,3.54265192128033
