"Feature","MnCnt","Pval","LogPval","F.stat","Fold","Den.df"
"ERCC-00062",1950.375,1.22269414705455e-20,-45.8506451186267,889.028101036525,4,18.276499831207
"ERCC-00067",85.5,0.122922646633952,-2.09620001059832,2.55441060372141,1,18.276499831207
"ERCC-00069",188.5,9.33921024078657e-08,-16.1864590519477,56.0182660736887,0.5,18.276499831207
"ERCC-00071",2340.875,9.40823981694441e-12,-25.3894352343505,145.790843883688,0.667,18.276499831207
"ERCC-00073",51,0.554994491804594,-0.588797089961359,0.35830360856197,1,18.276499831207
"ERCC-00074",703025.875,2.87373422162895e-21,-47.298674646311,1004.62584748282,0.667,18.276499831207
"ERCC-00075",6.25,0.212958295340885,-1.54665892896502,1.63606180799001,1,18.276499831207
"ERCC-00076",8609.375,1.11636095290393e-15,-34.4287021487435,332.72182811535,0.667,18.276499831207
"ERCC-00077",70.75,7.48040620798108e-05,-9.50063836857853,22.6369305197265,0.5,18.276499831207
"ERCC-00078",3255.5,1.4413402641288e-18,-41.0809582541955,592.572464937887,0.5,18.276499831207
"ERCC-00079",4246.125,1.73978969509806e-17,-38.5901823398633,478.315458239704,0.5,18.276499831207
"ERCC-00081",15.5,0.996560608702307,-0.0034453196010153,1.89682881562172e-05,0.5,18.276499831207
"ERCC-00084",1711,3.87756668701895e-12,-26.2758133015504,158.594611966292,0.667,18.276499831207
"ERCC-00085",189.375,4.35658793950582e-08,-16.9489915756513,61.1429781501542,4,18.276499831207
"ERCC-00086",18.125,0.156382320761903,-1.85545149586703,2.13942792707104,0.5,18.276499831207
"ERCC-00092",7139.375,1.24483034474666e-26,-59.6482131664938,2820.02511276304,4,18.276499831207
"ERCC-00095",1605.125,4.88188096377399e-19,-42.1635861778897,650.029067200013,4,18.276499831207
"ERCC-00096",482454,0.233303443052409,-1.45541534201646,1.49418869841194,1,18.276499831207
"ERCC-00097",9.25,0.00178574845465931,-6.32791764930305,12.3040422510414,4,18.276499831207
"ERCC-00098",6.875,0.248948950722982,-1.3905074207131,1.39533838065027,0.667,18.276499831207
"ERCC-00099",1073.125,1.47896571615189e-08,-18.0293377409171,68.9804419604145,0.667,18.276499831207
"ERCC-00104",3.5,0.609946337755116,-0.494384296577699,0.267121125593491,1,18.276499831207
"ERCC-00108",31505.875,1.06087591965265e-30,-69.0184578836328,6129.72150214262,4,18.276499831207
"ERCC-00109",29.75,0.33028584142648,-1.10779681330349,0.98696131154067,1,18.276499831207
"ERCC-00111",34367.75,3.00407034802277e-17,-38.0439784291543,456.243364028018,0.667,18.276499831207
"ERCC-00112",3968.625,3.56599177016409e-18,-40.1750894623165,548.28226581732,0.5,18.276499831207
"ERCC-00113",211043.375,6.64182538983973e-19,-41.8557299330704,633.165969637141,0.667,18.276499831207
"ERCC-00116",5191,2.02174788050576e-25,-56.8606649002042,2236.59918000091,4,18.276499831207
"ERCC-00117",2.25,0.918555546057598,-0.084952901405782,0.0106756135723356,1,18.276499831207
"ERCC-00120",25.25,0.0187503979426775,-3.97654030318147,6.34555773201033,0.667,18.276499831207
"ERCC-00123",10.5,0.0262345952229187,-3.64067631085829,5.60310893520403,4,18.276499831207
"ERCC-00126",113.875,0.255044482622387,-1.36631730738047,1.3589561362337,1,18.276499831207
"ERCC-00130",701777.875,1.49557939032833e-28,-64.0698689200104,4069.59995441352,4,18.276499831207
"ERCC-00131",2970.875,1.34484433058257e-22,-50.3605937788573,1299.57099494076,4,18.276499831207
"ERCC-00134",11.75,0.00183418205958774,-6.30115664094291,12.2285676277074,4,18.276499831207
"ERCC-00136",32089.25,5.18448705922536e-26,-58.2215415088828,2504.72155516222,4,18.276499831207
"ERCC-00137",42.5,0.125587971066181,-2.07474880130052,2.51668839663368,0.5,18.276499831207
"ERCC-00138",4.875,0.443091033128668,-0.8139800376579,0.607964478058481,1,18.276499831207
"ERCC-00142",4.625,0.392281584075337,-0.935775370342032,0.75865607006607,1,18.276499831207
"ERCC-00143",231.25,0.000360181065298718,-7.92890369379258,17.1623643414622,0.667,18.276499831207
"ERCC-00144",464.75,1.35531583795126e-16,-36.5373269699956,400.265614203576,4,18.276499831207
"ERCC-00145",37331.375,7.80174596622493e-18,-39.3921841234224,512.578603085442,0.667,18.276499831207
"ERCC-00147",26.75,1.42618560299302e-05,-11.1579219950711,29.2600253786818,4,18.276499831207
"ERCC-00148",425,0.546327372942568,-0.60453689877209,0.374356143170187,1,18.276499831207
"ERCC-00150",43.5,0.649203477737786,-0.432009086397045,0.21212843017154,1,18.276499831207
"ERCC-00154",164.75,1.30795767445449e-12,-27.3625542223968,175.624766107369,4,18.276499831207
"ERCC-00156",5.75,0.557343734539179,-0.584573111729062,0.354035290162275,4,18.276499831207
"ERCC-00157",602.75,5.02808918580363e-08,-16.8056407155528,60.1547037167589,0.667,18.276499831207
"ERCC-00158",25.25,0.248969958809527,-1.3904230371472,1.3952110287451,1,18.276499831207
"ERCC-00160",934.25,5.95947454751662e-12,-25.8460388019062,152.269608251483,0.5,18.276499831207
"ERCC-00162",3154.875,3.66735124828398e-13,-28.6341365381419,197.588507379676,0.667,18.276499831207
"ERCC-00163",861.25,1.4900117080643e-12,-27.2322371382408,173.501167729631,0.5,18.276499831207
"ERCC-00164",16.125,0.618802294597197,-0.479969452149835,0.254019755060267,0.667,18.276499831207
"ERCC-00165",3865.125,1.28788917381647e-19,-43.4961121880804,728.159178166166,0.5,18.276499831207
"ERCC-00168",48.875,0.000202400425598262,-8.50526251779496,19.0846334124755,0.5,18.276499831207
"ERCC-00170",396.5,9.0195875148354e-16,-34.6419628849384,339.032041477582,4,18.276499831207
"ERCC-00171",151841.5,0.414517185256949,-0.880640845056469,0.689227806110746,1,18.276499831207
